,Club,Age,Height,National,Positions,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,CLB,Main_position,Foot,Contract,Market_Value
149,Verona,24 years old (27-04-2001),"1,88m",Austria,"Defender (Centre, Right)",2.1,1.1,0.9,-,-,-,-,-,-,-,0.1,0.1,0.4,-,-,1.5,0.2,0.3,0.4,0.1,0.7,-,-,-,,0.4,0.1,-,0.1,-,21.7,0.7,1.2,17.8,2,0.4,0.3,-,-,-,-,0.3,0.1,-,0.2,1.4,0.6,2,Flavius Daniliuc,8(8),906,-,-,-,-,0.3,85.3,1.1,-,6.26,SerieA,Hellas Verona,Centre-Back,right,"Jun 30, 2025",€4.00m
150,Udinese,32 years old (26-01-1993),"1,81m",France,"Midfielder (Centre, Left, Right), Forward",0.6,0.2,0.4,0.1,-,-,-,-,-,0.1,-,0.1,0.2,-,-,0.3,2.1,1.6,3.7,1.1,0.4,0.3,0.2,-,,0.3,1.6,0.5,1,0.1,25.4,1.5,1,18.4,4.5,2.4,1.5,-,-,-,-,2.2,0.8,0.1,1.2,0.8,0.6,1.4,Florian Thauvin,24(1),1971,8,3,-,-,2.2,78.5,0.2,4,7.01,SerieA,Udinese Calcio,Second Striker,left,"Jun 30, 2025",€5.00m
151,Cagliari,27 years old (10-04-1998),"1,82m",Romania,Attacking Midfielder (Left),0.8,0.5,0.3,-,-,-,-,-,-,-,-,-,0.3,0.1,-,0.3,0.4,0.3,0.6,0.9,0.9,0.1,-,0.1,,0.1,0.1,-,0.1,-,9.4,0.1,0.1,7.6,1.5,1.4,0.8,-,-,-,-,0.5,0.3,-,0.3,0.6,-,0.6,Florinel Coman,2(6),246,1,-,1,-,0.5,82.7,0.5,-,6.31,SerieA,Cagliari Calcio,Left Winger,right,"Jun 30, 2025",€6.00m
152,Inter,37 years old (10-02-1988),"1,92m",Italy,Defender (Centre),4.5,3.1,1.4,0.1,-,-,-,-,-,0.1,0.8,0.1,0.3,-,-,3.8,-,0.2,0.2,0.9,0.6,-,-,-,,1.4,0.5,-,0.5,0.1,61.2,2.3,1.6,54.5,2.8,0.4,0.1,-,-,-,-,0.2,-,-,0.2,1.2,0.3,1.5,Francesco Acerbi,19,1572,-,1,-,-,0.2,92.8,3.1,1,7.05,SerieA,Inter Milan,Centre-Back,left,"Jun 30, 2026",€3.00m
153,Venezia,31 years old (30-09-1993),"1,77m",Italy,"Defender (Right), Midfielder (Left, Right)",1.3,0.5,0.8,-,-,-,-,-,-,0.1,-,0.2,0.9,0.2,-,1.1,0.8,0.4,1.2,0.9,1.1,-,-,-,,0.3,0.5,-,0.5,0.2,20.5,0.9,1.3,14.9,3.4,1.3,0.8,-,-,-,-,0.3,-,-,0.3,1.4,0.6,2,Francesco Zampano,17(5),1614,1,2,5,-,0.3,76.9,0.5,-,6.3,SerieA,Venezia FC,Right-Back,right,"Jun 30, 2025",€1.10m
154,Juventus,22 years old (14-12-2002),"1,70m",,Attacking Midfielder (Right),0.5,-,0.4,-,-,-,-,-,0.1,0.1,-,-,0.3,0.1,-,0.1,1.7,1.5,3.1,1.3,0.9,0.1,0.1,-,,0.2,1,0.2,0.8,0.1,18,0.5,0.2,14.8,2.5,1.3,0.9,-,-,-,-,1.5,0.4,-,1.1,0.8,0.7,1.5,Francisco Conceicao,10(12),1109,3,3,3,1,1.5,84.9,-,-,6.69,SerieA,Juventus FC,Right Winger,left,"Jun 30, 2025",€36.00m
155,Venezia,22 years old (04-04-2003),"1,90m",Argentina,Defender,0.6,0.3,0.4,-,-,-,-,-,-,-,0.1,0.3,-,0.3,-,1.1,0.5,0.3,0.8,0.3,0.4,-,-,-,,-,0.3,-,0.3,-,9.3,0.4,1.3,6.3,1.4,0.5,0.4,-,-,-,-,0.1,0.1,-,-,0.6,0.4,1,Franco Carboni,3(5),224,-,-,2,-,0.1,71.6,0.3,-,6.24,SerieA,Venezia FC,Left-Back,left,"Jun 30, 2025",€1.00m
156,Napoli,29 years old (16-11-1995),"1,84m",Cameroon,Midfielder (Centre),3.4,1.9,1.5,-,-,-,-,-,0.1,0.1,0.2,-,0.4,0.2,-,1.1,0.6,0.7,1.3,0.9,1,0.2,0.2,-,,1,0.8,0.1,0.7,0.1,41.7,1.1,0.9,34.3,5.4,1.4,1,-,-,-,-,1.2,0.5,0.1,0.6,1.3,0.6,1.9,Frank Anguissa,28(3),2503,6,4,5,-,1.2,85,1.9,7,7.0,SerieA,SSC Napoli,Central Midfield,right,"Jun 30, 2025",€27.00m
157,Lecce,30 years old (24-12-1994),"1,78m",France,"Defender (Centre, Left, Right), Midfielder (Right)",2.1,1.2,1,-,-,-,-,-,-,-,0.3,0.5,0.6,0.1,0.1,3.2,0.7,0.6,1.3,0.9,1.1,-,-,-,,1.6,0.7,0.3,0.4,-,31.7,1.6,1.9,23.7,4.5,0.9,0.3,-,-,-,-,0.4,0.3,-,-,2.4,0.7,3.1,Frederic Guilbert,27,2168,-,1,3,2,0.4,79.8,1.2,1,6.72,SerieA,US Lecce,Right-Back,right,"Jun 30, 2026",€2.50m
158,Parma Calcio 1913,25 years old (17-05-1999),"1,88m",France,Forward,2.6,1,1.6,-,-,-,-,-,0.2,0.2,-,0.2,0.3,0.1,-,0.7,0.4,0.2,0.6,1,1.3,0.1,0.1,-,,-,0.7,-,0.7,-,5.1,0.2,0.1,2.9,1.9,1.6,0.4,-,-,-,-,0.9,0.3,0.1,0.5,0.4,0.1,0.5,Gabriel Charpentier,0(10),266,1,2,1,-,0.9,60.8,1,-,6.42,SerieA,Parma Calcio 1913,Centre-Forward,right,"Jun 30, 2026",€1.60m
159,Como,28 years old (18-04-1997),"1,68m",Brazil,"Midfielder (Centre, Left, Right)",1,0.3,0.7,-,-,-,-,-,0.1,0.1,0.1,-,0.6,0.1,-,0.7,1.3,1,2.4,2,1.3,0.1,0.1,-,,0.4,1.6,0.5,1.1,-,28.2,1,0.9,22,4.3,1.4,1.5,-,-,-,-,1.6,0.8,-,0.8,1.6,0.9,2.5,Gabriel Strefezza,29(4),2350,4,4,4,-,1.6,81.4,0.3,5,6.87,SerieA,Como 1907,Right Winger,right,"Jun 30, 2027",€6.00m
160,Cagliari,25 years old (22-12-1999),"1,87m",Italy,"Defender (Centre, Right), Midfielder (Right)",1.4,0.6,0.8,-,-,-,-,-,-,-,0.6,0.2,0.5,0.1,-,2.2,0.5,0.3,0.8,0.5,0.6,0.1,0.1,-,,0.7,0.8,0.2,0.6,-,37.8,2.2,3.2,27.6,4.8,0.7,0.2,-,-,-,-,0.3,0.1,0.1,0.2,1.1,0.4,1.5,Gabriele Zappa,31(2),2733,2,-,4,-,0.3,78.8,0.6,-,6.44,SerieA,Cagliari Calcio,Right-Back,right,"Jun 30, 2030",€4.00m
161,Lecce,25 years old (19-02-2000),"1,91m",France,Defender (Centre),3.6,2.2,1.4,-,-,-,-,-,-,-,0.5,0.1,0.2,-,-,3.6,0.1,0.1,0.2,0.7,0.8,-,-,-,,0.5,0.1,-,0.1,-,44.6,2.2,3.3,35.5,3.6,0.3,0.3,-,-,-,-,0.1,-,-,0.1,0.7,0.3,1,Gaby Jean,16(3),1389,-,-,-,-,0.1,84.5,2.2,-,6.39,SerieA,US Lecce,Centre-Back,left,"Jun 30, 2027",€2.00m
162,Monza,28 years old (17-02-1997),"1,87m",Italy,"Midfielder (Centre, Left)",0.6,0.1,0.4,-,-,-,-,-,-,-,0.2,0.1,0.6,-,-,0.7,0.7,0.4,1.1,0.6,0.6,-,-,-,,0.2,0.6,-,0.6,0.1,19.3,0.4,0.6,15.2,3.1,1,0.7,-,-,-,-,0.7,0.2,-,0.4,1.3,0.7,2,Gaetano Castrovilli,5(4),467,-,-,-,-,0.7,81,0.1,-,6.26,SerieA,AC Monza,Central Midfield,right,"Jun 30, 2025",€3.50m
163,Venezia,22 years old (28-09-2002),"1,74m",Italy,"Attacking Midfielder (Centre, Left, Right), Forward",1.6,0.5,1.2,-,-,-,-,-,0.1,0.1,-,0.1,0.5,0.1,-,0.1,1.9,1.6,3.5,2.1,1.5,0.1,-,-,,0.2,1,0.1,0.9,0.3,11,0.6,0.3,8,2.1,2.4,2,-,-,-,-,1.2,0.6,0.1,0.6,0.5,0.2,0.7,Gaetano Oristanio,27(6),2187,2,3,3,-,1.2,78,0.5,1,6.46,SerieA,Venezia FC,Attacking Midfield,left,"Jun 30, 2029",€6.50m
164,Monza,29 years old (05-02-1996),"1,86m",Greece,"Defender (Left), Midfielder (Left)",1.8,0.8,1,-,-,-,-,-,0.1,0.1,0.3,0.4,0.6,0.2,-,2,0.8,0.5,1.4,1.1,0.8,0.1,0.1,-,,0.7,1.3,0.6,0.8,0.2,28.8,0.9,1.8,21.9,4.2,0.9,0.5,-,-,-,-,0.8,0.5,-,0.3,1.3,1,2.3,Georgios Kyriakopoulos,29(1),2512,2,4,5,-,0.8,79.3,0.8,1,6.64,SerieA,AC Monza,Left Midfield,left,"Jun 30, 2026",€3.50m
165,Napoli,25 years old (18-02-2000),"1,72m",Italy,"Attacking Midfielder (Centre, Left), Forward",0.5,0.2,0.4,-,-,-,-,-,-,-,0.1,-,0.4,-,-,0.4,0.2,0.3,0.5,0.7,0.4,0.2,0.2,-,,0.1,1.1,0.2,0.9,-,11.5,0.4,0.3,8.2,2.6,0.9,0.4,-,-,-,-,1.3,0.3,-,1,0.6,0.2,0.8,Giacomo Raspadori,7(15),782,4,1,1,-,1.3,74.3,0.2,1,6.56,SerieA,SSC Napoli,Second Striker,right,"Jun 30, 2028",€20.00m
166,Venezia,22 years old (28-05-2002),"1,72m",USA,Midfielder (Centre),1.9,0.9,1,-,-,-,-,-,-,-,0.3,0.1,0.8,0.1,-,1.5,1.1,0.5,1.5,1.4,0.7,0.1,-,-,,0.6,0.9,-,0.8,0.1,26.3,1.1,0.9,19.6,4.8,1.6,1,-,-,-,-,1.1,0.4,-,0.6,1.4,0.9,2.3,Gianluca Busio,25(5),2263,2,-,3,-,1.1,78.5,0.9,2,6.54,SerieA,Venezia FC,Central Midfield,right,"Jun 30, 2026",€6.50m
167,Monza,31 years old (30-07-1993),"1,71m",Italy,"Attacking Midfielder (Centre, Left, Right), Forward",0.5,0.1,0.3,-,-,-,-,-,-,-,-,-,0.4,0.1,-,0.1,0.9,0.2,1.1,1.2,0.5,0.1,0.1,-,,0.2,0.9,0.2,0.7,0.1,17.5,0.8,0.3,14.4,2,1.2,0.9,-,-,-,-,0.8,0.3,-,0.5,0.6,0.2,0.8,Gianluca Caprari,14(16),1359,2,1,3,-,0.8,87,0.1,-,6.28,SerieA,AC Monza,Second Striker,right,"Jun 30, 2026",€1.50m
168,Cagliari,24 years old (05-05-2000),"1,83m",Italy,Attacking Midfielder (Centre),1.2,0.4,0.8,-,-,0.1,-,-,0.1,0.2,-,-,0.3,-,-,0.3,0.5,0.5,1,0.4,0.6,0.1,-,-,,0.2,0.8,0.1,0.7,0.2,11.9,0.6,0.3,8.2,2.8,1.2,0.6,-,-,-,-,1.2,0.4,0.1,0.6,0.4,0.4,0.8,Gianluca Gaetano,8(17),934,2,4,-,-,1.2,74.2,0.4,1,6.38,SerieA,Cagliari Calcio,Attacking Midfield,right,"Jun 30, 2025",€4.00m
169,Roma,29 years old (17-04-1996),"1,90m",Italy,"Defender (Centre), Defensive Midfielder (C)",2.6,1.6,1,-,-,-,-,-,-,-,0.4,0.1,0.2,0.2,-,2.5,0.2,-,0.2,0.9,1.3,-,-,-,,1,0.4,0.1,0.4,0.2,52.2,2.2,3.3,43.2,3.5,0.3,0.2,-,-,-,-,0.6,-,0.1,0.5,1.1,0.4,1.5,Gianluca Mancini,32(1),2786,1,-,7,-,0.6,87.1,1.6,-,6.68,SerieA,AS Roma,Centre-Back,right,"Jun 30, 2027",€18.00m
170,Atalanta,26 years old (01-01-1999),"1,95m",Italy,Forward,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,Gianluca Scamacca,0(1),5,-,-,-,-,1,100,-,-,6.17,SerieA,Atalanta BC,Centre-Forward,right,"Jun 30, 2027",€24.00m
171,Atalanta,21 years old (11-12-2003),"1,94m",Italy,Defender (Centre),2.3,1.3,1,-,-,-,-,-,-,-,-,-,-,0.3,-,1.2,0.3,0.8,1.2,0.2,1.2,-,-,-,,0.7,-,-,-,-,32.3,1.8,1.2,25.5,3.8,0.3,-,-,-,-,-,0.7,0.3,-,0.3,1.3,0.7,2,Giorgio Scalvini,4(2),274,-,-,2,-,0.7,84.5,1.3,-,6.29,SerieA,Atalanta BC,Centre-Back,right,"Jun 30, 2028",€35.00m
172,Napoli,31 years old (04-08-1993),"1,83m",Italy,"Defender (Centre, Left, Right), Midfielder (Right)",2.6,1.3,1.3,-,-,-,-,-,-,0.1,0.2,0.2,0.4,0.2,-,2,0.8,0.1,0.9,1.4,1.4,0.1,-,-,,0.9,1.1,0.1,1,0.2,49.8,1.5,1.5,40.8,5.9,0.7,0.4,-,-,-,-,0.5,0.2,0.1,0.3,1.9,0.6,2.5,Giovanni Di Lorenzo,33,2970,3,2,5,-,0.5,85,1.3,1,6.9,SerieA,SSC Napoli,Right-Back,right,"Jun 30, 2028",€15.00m
173,Bologna,22 years old (14-01-2003),"1,86m",Italy,Attacking Midfielder (Centre),1.9,0.6,1.2,-,-,-,-,-,-,-,0.1,-,0.2,0.1,-,0.1,0.4,-,0.5,0.8,0.8,0.1,0.1,-,,0.1,0.3,-,0.3,-,6.3,0.1,0.2,4.6,1.4,1.1,0.6,-,-,-,-,0.7,-,0.1,0.6,0.4,0.2,0.6,Giovanni Fabbian,8(20),951,3,1,2,-,0.7,74.6,0.6,-,6.18,SerieA,Bologna FC 1909,Attacking Midfield,right,"Jun 30, 2028",€13.00m
174,Parma Calcio 1913,18 years old (21-12-2006),"1,96m",Italy,Defender (Centre),1.6,1.1,0.5,-,-,-,-,-,-,-,0.6,0.1,0.6,0.2,0.1,2.9,-,0.1,0.1,0.4,0.5,0.1,0.1,-,,1.1,-,-,-,-,36.7,0.8,1.6,31.9,2.4,0.4,0.1,-,-,-,-,0.1,-,-,0.1,0.6,0.1,0.7,Giovanni Leoni,11(3),961,1,-,3,1,0.1,89.1,1.1,1,6.48,SerieA,Parma Calcio 1913,Centre-Back,right,"Jun 30, 2029",€6.00m
175,Napoli,29 years old (05-07-1995),"1,80m",Argentina,"Attacking Midfielder (Right), Forward",1.5,0.3,1.2,-,-,-,-,-,-,-,0.1,-,0.3,-,-,0.2,0.2,0.2,0.4,0.6,0.2,-,-,-,,-,0.3,-,0.3,0.1,3.7,-,-,2.7,1,0.7,0.4,-,-,-,-,0.5,0.1,-,0.4,0.1,0.2,0.3,Giovanni Simeone,1(26),365,1,1,1,-,0.5,72.3,0.3,-,6.11,SerieA,SSC Napoli,Centre-Forward,right,"Jun 30, 2026",€8.00m
176,Empoli,27 years old (29-11-1997),"1,87m",Italy,"Defender (Left), Midfielder (Left)",1.5,0.9,0.5,0.1,-,-,-,-,-,0.1,0.2,0.4,0.7,0.2,-,2.6,1,0.5,1.5,1,1.5,-,-,-,,0.5,1.1,0.3,0.8,0.1,22.1,1,2.1,15,3.9,1.4,1,-,-,-,-,0.4,0.2,-,0.3,1.7,0.9,2.5,Giuseppe Pezzella,30(1),2529,-,3,6,-,0.4,72.6,0.9,2,6.59,SerieA,FC Empoli,Left-Back,left,"Jun 30, 2026",€2.50m
177,Verona,27 years old (30-01-1998),"1,79m",Cyprus,"Midfielder (Centre, Right)",1.3,0.6,0.7,-,-,-,-,-,-,-,0.1,-,0.6,0.1,-,0.3,0.6,-,0.6,0.8,0.6,-,-,-,,0.3,0.5,0.2,0.2,-,11.5,0.6,0.5,7.8,2.6,0.3,0.4,-,-,-,-,0.9,0.6,0.1,0.2,0.9,0.5,1.4,Grigoris Kastanos,8(17),850,1,1,3,-,0.9,72.9,0.6,-,6.31,SerieA,Hellas Verona,Attacking Midfield,left,"Jun 30, 2025",€1.80m
178,Torino,30 years old (06-05-1994),"1,93m",Chile,Defender (Centre),4.2,2.4,1.8,-,-,-,-,-,-,-,0.5,0.2,0.5,0.1,-,4.9,0.3,0.1,0.3,0.3,1,-,-,-,,1.5,0.2,0.1,0.1,-,46.2,2.8,2.5,37.5,3.4,0.7,0.1,-,-,-,-,0.4,-,-,0.3,1.5,0.4,1.9,Guillermo Maripan,23(1),1981,1,1,3,1,0.4,87.3,2.4,-,6.83,SerieA,Torino FC,Centre-Back,right,"Jun 30, 2026",€4.00m
179,Lazio,24 years old (19-04-2001),"1,81m",Denmark,Attacking Midfielder (Right),1.2,0.4,0.8,-,-,-,-,-,0.1,0.1,0.1,0.1,0.5,0.2,-,0.4,1.6,1.3,2.9,1.3,0.7,0.1,0.1,-,,0.2,1,0.2,0.8,0.1,18.5,0.7,0.3,15.2,2.3,1.2,0.9,-,-,-,-,1.5,0.5,-,1,0.4,0.6,1.1,Gustav Isaksen,26(7),2037,4,2,5,-,1.5,85.6,0.4,1,6.68,SerieA,SS Lazio,Right Winger,left,"Jun 30, 2028",€20.00m
180,Torino,21 years old (15-04-2004),"1,91m",Lithuania,Midfielder (Centre),1,0.3,0.7,-,-,-,-,-,-,-,0.2,0.2,0.4,0.2,-,0.9,0.3,0.2,0.5,0.8,0.8,0.1,0.1,-,,0.5,0.8,0.2,0.6,0.1,15,0.5,0.6,11.7,2.3,0.8,0.3,-,-,-,-,0.9,0.6,-,0.3,0.8,0.5,1.2,Gvidas Gineitis,12(14),1185,3,1,5,-,0.9,80.8,0.3,-,6.46,SerieA,Torino FC,Central Midfield,left,"Jun 30, 2028",€5.00m
181,Inter,31 years old (08-02-1994),"1,78m",Turkey,"Midfielder (Centre, Left, Right), Forward",1.3,0.6,0.7,0.1,0.1,-,-,-,-,0.2,0.2,-,0.3,0.1,-,0.8,0.1,0.1,0.2,0.5,0.8,0.2,0.1,0.1,,0.7,1.8,0.5,1.2,-,55.4,3.4,1.6,46.6,3.8,0.7,0.3,-,-,-,-,1.6,1.2,-,0.4,1.5,0.6,2.1,Hakan Calhanoglu,24(2),1786,5,4,3,-,1.6,90.3,0.6,1,7.14,SerieA,Inter Milan,Defensive Midfield,right,"Jun 30, 2027",€35.00m
182,Lecce,26 years old (02-04-1999),"1,81m",Tunisia,Attacking Midfielder (Centre),1.1,0.3,0.7,-,-,-,-,-,-,-,0.1,0.1,0.3,0.2,-,0.9,0.7,0.6,1.2,1.4,1.4,-,-,-,,0.2,0.9,0.2,0.7,-,26.6,0.8,0.7,21.3,3.8,1.2,1.1,-,-,-,-,0.6,0.3,-,0.3,2.4,0.9,3.4,Hamza Rafia,14(4),1067,-,-,4,-,0.6,83.1,0.3,-,6.51,SerieA,US Lecce,Central Midfield,right,"Jun 30, 2026",€1.70m
183,Venezia,24 years old (18-06-2000),"1,84m",Italy,Midfielder (Centre),1.5,0.7,0.7,0.1,-,-,-,-,-,0.1,0.3,-,0.8,0.2,-,1.6,1,0.4,1.5,1,1.3,0.1,-,0.1,,0.8,0.7,0.2,0.6,-,35.7,2.2,1.8,27.3,4.5,1.2,1.1,-,-,-,-,1.5,1.4,-,0.2,1.4,1.1,2.4,Hans Nicolussi Caviglia,29(2),2510,4,2,5,1,1.5,82.6,0.7,1,6.59,SerieA,Venezia FC,Central Midfield,right,"Jun 30, 2025",€8.00m
184,Udinese,31 years old (05-03-1994),"1,70m",Ivory Coast,"Defender (Left), Midfielder (Left, Right)",1.1,0.7,0.4,0.1,-,-,-,-,-,0.1,0.2,0.1,0.6,0.2,-,1.4,1,0.6,1.6,0.8,0.8,-,-,-,,0.9,0.8,0.3,0.5,-,25.2,1.1,2,19.3,2.9,0.9,0.3,-,-,-,-,0.6,0.3,-,0.3,1.1,0.4,1.6,Hassane Kamara,22(5),1801,1,3,5,1,0.6,80.9,0.7,2,6.58,SerieA,Udinese Calcio,Left-Back,left,"Jun 30, 2026",€3.50m
185,Inter,36 years old (21-01-1989),"1,77m",Armenia,"Midfielder (Centre, Left, Right), Forward",1.2,0.7,0.4,-,-,-,-,-,0.1,0.1,0.2,0.2,0.8,0.1,-,1.1,0.6,0.2,0.9,0.8,1,-,-,-,,0.6,1,0.1,0.9,0.2,47.4,1.9,0.4,40.1,5,0.8,0.5,-,-,-,-,0.8,0.5,-,0.3,1.3,0.8,2.1,Henrikh Mkhitaryan,29(1),2298,1,4,4,-,0.8,88.7,0.7,1,6.8,SerieA,Inter Milan,Central Midfield,both,"Jun 30, 2026",€4.00m
186,Parma Calcio 1913,31 years old (27-03-1994),"1,88m",Brazil,"Midfielder (Centre, Left)",1.6,0.8,0.9,-,-,-,-,-,-,0.1,0.2,0.1,0.9,0.3,-,0.4,0.7,0.3,1,1.1,1.4,0.1,0.1,-,,0.8,0.9,0.1,0.8,-,23.6,1.6,1,17.1,4,0.8,0.5,-,-,-,-,0.8,0.6,-,0.2,1.8,0.9,2.7,Hernani,13(9),1186,3,2,7,-,0.8,79,0.8,1,6.52,SerieA,Parma Calcio 1913,Central Midfield,both,"Jun 30, 2026",€2.00m
187,Genoa,17 years old (23-02-2008),"1,84m",Italy,Defender,0.8,0.3,0.5,-,-,-,-,-,-,-,-,-,0.3,-,-,0.8,0.3,-,0.3,1.3,-,-,-,-,,-,0.3,-,0.3,-,9.5,0.5,0.5,6.3,2.3,1.3,0.3,-,-,-,-,0.5,-,-,0.5,1,0.5,1.5,Honest Ahanor,2(2),174,-,-,-,-,0.5,71.1,0.3,-,6.2,SerieA,Genoa CFC,Left-Back,left,"Jun 30, 2027",€3.00m
188,Atalanta,21 years old (22-05-2003),"1,80m",Ghana,Defensive Midfielder (C),1.2,0.8,0.3,-,-,-,-,-,-,-,-,-,0.2,0.2,-,0.2,0.2,-,0.2,0.3,0.3,-,-,-,,-,-,-,-,-,18.8,0.2,-,16.3,2.3,0.7,0.3,-,-,-,-,-,-,-,-,0.8,0.3,1.2,Ibrahim Sulemana,1(5),122,-,-,1,-,-,87.6,0.8,-,6.17,SerieA,Atalanta BC,Defensive Midfield,right,"Jun 30, 2028",€6.00m
189,Como,23 years old (01-04-2002),"1,87m",Belgium,"Defender (Right), Midfielder (Right)",1.8,0.9,0.9,-,-,-,-,-,0.1,0.1,0.3,0.2,0.4,0.2,-,1.7,0.9,0.6,1.5,0.8,1.1,-,-,-,,0.8,0.6,0.1,0.5,-,28.1,1,1,22.3,3.9,1.1,0.6,-,-,-,-,0.4,-,-,0.4,2.4,0.5,2.9,Ignace Van Der Brempt,12(4),1081,-,1,3,-,0.4,82.7,0.9,-,6.7,SerieA,Como 1907,Right-Back,right,"Jun 30, 2025",€4.00m
190,Udinese,20 years old (13-01-2005),"1,82m",Spain,Forward,1.4,0.4,1,-,-,-,-,-,-,-,-,-,0.1,0.1,-,0.1,0.7,0.4,1,0.4,0.5,0.1,-,-,,-,0.2,-,0.2,-,6.5,0.2,0.1,5.2,0.9,1.1,0.5,-,-,-,-,0.5,0.2,-,0.3,0.3,0.2,0.5,Iker Bravo,4(22),620,2,1,3,-,0.5,83.9,0.4,-,6.19,SerieA,Udinese Calcio,Centre-Forward,right,"Jun 30, 2028",€2.50m
191,Udinese,22 years old (28-03-2003),"2,06m",,Defender (Centre),1.1,0.6,0.5,-,-,-,-,-,-,-,0.5,0.3,0.8,0.2,0.2,1.2,0.4,0.4,0.8,0.5,1.3,0.1,-,-,,0.8,0.2,-,0.2,0.1,42.5,2.1,0.9,37.3,2.3,0.6,-,-,-,-,-,0.3,-,0.3,0.1,0.6,0.1,0.7,Isaak Toure,11(1),738,1,-,2,2,0.3,92.5,0.6,-,6.28,SerieA,Udinese Calcio,Centre-Back,left,"Jun 30, 2025",€8.00m
192,Atalanta,26 years old (13-01-1999),"1,91m",Sweden,Defender (Centre),3.7,2.1,1.6,-,-,-,-,-,-,-,0.6,-,0.4,0.3,-,2.6,0.2,0.2,0.4,0.6,1.1,-,-,-,,1,-,-,-,-,43.4,1.7,0.9,37.3,3.5,0.8,0.3,-,-,-,-,0.2,-,0.1,0.1,1.7,0.5,2.3,Isak Hien,25(3),2149,-,-,9,-,0.2,89.9,2.1,-,6.7,SerieA,Atalanta BC,Centre-Back,right,"Jun 30, 2028",€30.00m
193,Venezia,21 years old (16-10-2003),"1,87m",Italy,Midfielder (Centre),1.8,0.9,0.9,-,-,-,-,-,-,-,0.2,0.1,0.6,-,-,0.6,0.3,0.5,0.7,0.5,0.8,-,-,-,,0.4,0.2,-,0.2,-,11.5,0.1,0.5,8.9,2.1,1.1,0.8,-,-,-,-,0.7,0.3,0.1,0.4,0.7,0.4,1,Issa Doumbia,9(11),823,-,-,-,-,0.7,77.5,0.9,-,6.23,SerieA,Venezia FC,Central Midfield,right,"Jun 30, 2029",€2.00m
194,Torino,24 years old (17-03-2001),"1,86m",Serbia,Midfielder (Centre),1,0.3,0.8,-,-,-,-,-,-,-,-,-,-,0.3,-,0.4,0.5,0.3,0.8,1.3,0.7,0.1,0.1,-,,0.3,0.4,-,0.4,0.1,26.9,0.8,0.5,22.6,2.9,1,0.6,-,-,-,-,0.6,0.4,-,0.3,0.2,0.3,0.4,Ivan Ilic,8(8),797,1,-,4,-,0.6,87.2,0.3,-,6.28,SerieA,Torino FC,Central Midfield,left,"Jun 30, 2027",€18.00m
195,Lazio,31 years old (17-03-1994),"1,94m",Italy,Goalkeeper,0.4,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,-,0.2,-,-,-,-,,-,0.1,0.1,-,-,35.1,8,8.4,18.6,0.2,-,-,1.8,0.1,1,0.7,-,-,-,-,-,-,-,Ivan Provedel,29,2610,-,-,-,-,-,75.5,0.3,-,6.42,SerieA,SS Lazio,Goalkeeper,right,"Jun 30, 2027",€7.00m
196,Como,24 years old (17-08-2000),"1,81m",Croatia,Defender (Right),2.5,1.4,1.1,-,-,-,-,-,-,-,0.3,0.1,0.8,0.3,-,2.6,0.3,-,0.3,0.6,1.3,-,-,-,,1.3,0.1,-,0.1,-,36.4,2,2.4,28.8,3.3,1,0.4,-,-,-,-,0.6,0.1,-,0.5,1.9,0.4,2.3,Ivan Smolcic,6(2),539,-,-,2,-,0.6,84.5,1.4,-,6.59,SerieA,Como 1907,Right-Back,right,"Jun 30, 2029",€2.00m
197,Verona,23 years old (14-09-2001),"1,80m",Cameroon,"Defender (Right), Midfielder (Left, Right)",1.9,0.9,1,-,-,-,-,-,0.1,0.1,0.3,0.3,0.3,0.2,-,1.7,0.6,0.6,1.1,0.3,0.8,0.1,-,-,,0.4,1,-,1,0.3,22.8,0.6,1.3,17.6,3.3,1.4,0.4,-,-,-,-,0.4,0.1,-,0.3,1.4,0.4,1.8,Jackson Tchatchoua,32,2809,2,2,5,1,0.4,79.9,0.9,1,6.4,SerieA,Hellas Verona,Right-Back,right,"Jun 30, 2027",€8.00m
